Tipo de jornada	Comunidades y Ciudades Autonómas	Decil	Periodo	Total
Jornada a tiempo parcial	17 Rioja, La	5	2019	1.554,71
Jornada a tiempo parcial	17 Rioja, La	5	2018	1.601,22
Jornada a tiempo parcial	17 Rioja, La	5	2017	1.545,57
Jornada a tiempo parcial	17 Rioja, La	5	2016	1.504,4
Jornada a tiempo parcial	17 Rioja, La	5	2015	1.450,98
Jornada a tiempo parcial	17 Rioja, La	5	2014	1.447,47
Jornada a tiempo parcial	17 Rioja, La	5	2013	1.480,73
Jornada a tiempo parcial	17 Rioja, La	5	2012	1.498,29
Jornada a tiempo parcial	17 Rioja, La	5	2011	..
Jornada a tiempo parcial	17 Rioja, La	5	2010	1.460,54
Jornada a tiempo parcial	17 Rioja, La	5	2009	1.414,93
Jornada a tiempo parcial	17 Rioja, La	5	2008	..
Jornada a tiempo parcial	17 Rioja, La	5	2007	1.343,61
Jornada a tiempo parcial	17 Rioja, La	5	2006	1.328,89
Jornada a tiempo parcial	17 Rioja, La	6	2022	1.901,37
Jornada a tiempo parcial	17 Rioja, La	6	2021	1.846,85
Jornada a tiempo parcial	17 Rioja, La	6	2020	1.760,77
Jornada a tiempo parcial	17 Rioja, La	6	2019	..
Jornada a tiempo parcial	17 Rioja, La	6	2018	1.785,67
Jornada a tiempo parcial	17 Rioja, La	6	2017	1.678,24
Jornada a tiempo parcial	17 Rioja, La	6	2016	1.706,26
Jornada a tiempo parcial	17 Rioja, La	6	2015	..
Jornada a tiempo parcial	17 Rioja, La	6	2014	1.729,96
Jornada a tiempo parcial	17 Rioja, La	6	2013	1.702,64
Jornada a tiempo parcial	17 Rioja, La	6	2012	1.720,6
Jornada a tiempo parcial	17 Rioja, La	6	2011	..
Jornada a tiempo parcial	17 Rioja, La	6	2010	1.756,18
Jornada a tiempo parcial	17 Rioja, La	6	2009	1.642,38
Jornada a tiempo parcial	17 Rioja, La	6	2008	1.603,28
Jornada a tiempo parcial	17 Rioja, La	6	2007	..
Jornada a tiempo parcial	17 Rioja, La	6	2006	1.445,51
Jornada a tiempo parcial	17 Rioja, La	7	2022	..
Jornada a tiempo parcial	17 Rioja, La	7	2021	..
Jornada a tiempo parcial	17 Rioja, La	7	2020	2.146,73
Jornada a tiempo parcial	17 Rioja, La	7	2019	2.174,36
Jornada a tiempo parcial	17 Rioja, La	7	2018	..
Jornada a tiempo parcial	17 Rioja, La	7	2017	1.884,73
Jornada a tiempo parcial	17 Rioja, La	7	2016	1.963,42
Jornada a tiempo parcial	17 Rioja, La	7	2015	1.999,9
Jornada a tiempo parcial	17 Rioja, La	7	2014	2.097,01
Jornada a tiempo parcial	17 Rioja, La	7	2013	1.915,79
Jornada a tiempo parcial	17 Rioja, La	7	2012	2.065,39
Jornada a tiempo parcial	17 Rioja, La	7	2011	1.842,17
Jornada a tiempo parcial	17 Rioja, La	7	2010	1.953,48
Jornada a tiempo parcial	17 Rioja, La	7	2009	1.894,26
Jornada a tiempo parcial	17 Rioja, La	7	2008	1.804,96
Jornada a tiempo parcial	17 Rioja, La	7	2007	1.739,97
Jornada a tiempo parcial	17 Rioja, La	7	2006	1.638,35
Jornada a tiempo parcial	17 Rioja, La	8	2022	2.578,26
Jornada a tiempo parcial	17 Rioja, La	8	2021	2.510,03
Jornada a tiempo parcial	17 Rioja, La	8	2020	2.634,34
Jornada a tiempo parcial	17 Rioja, La	8	2019	2.392,01
Jornada a tiempo parcial	17 Rioja, La	8	2018	2.541,38
Jornada a tiempo parcial	17 Rioja, La	8	2017	2.313,16
Jornada a tiempo parcial	17 Rioja, La	8	2016	2.412,71
Jornada a tiempo parcial	17 Rioja, La	8	2015	2.306,85
Jornada a tiempo parcial	17 Rioja, La	8	2014	2.530,78
Jornada a tiempo parcial	17 Rioja, La	8	2013	2.225,31
Jornada a tiempo parcial	17 Rioja, La	8	2012	2.334,25
Jornada a tiempo parcial	17 Rioja, La	8	2011	..
Jornada a tiempo parcial	17 Rioja, La	8	2010	2.242,9
Jornada a tiempo parcial	17 Rioja, La	8	2009	2.315,04
Jornada a tiempo parcial	17 Rioja, La	8	2008	2.265,47
Jornada a tiempo parcial	17 Rioja, La	8	2007	2.107,62
Jornada a tiempo parcial	17 Rioja, La	8	2006	..
Jornada a tiempo parcial	17 Rioja, La	9	2022	3.567,29
Jornada a tiempo parcial	17 Rioja, La	9	2021	..
Jornada a tiempo parcial	17 Rioja, La	9	2020	3.315,09
Jornada a tiempo parcial	17 Rioja, La	9	2019	..
Jornada a tiempo parcial	17 Rioja, La	9	2018	..
Jornada a tiempo parcial	17 Rioja, La	9	2017	2.662,99
Jornada a tiempo parcial	17 Rioja, La	9	2016	..
Jornada a tiempo parcial	17 Rioja, La	9	2015	..
Jornada a tiempo parcial	17 Rioja, La	9	2014	3.019,42
Jornada a tiempo parcial	17 Rioja, La	9	2013	..
Jornada a tiempo parcial	17 Rioja, La	9	2012	..
Jornada a tiempo parcial	17 Rioja, La	9	2011	2.533,08
Jornada a tiempo parcial	17 Rioja, La	9	2010	..
Jornada a tiempo parcial	17 Rioja, La	9	2009	2.733,67
Jornada a tiempo parcial	17 Rioja, La	9	2008	2.915,04
Jornada a tiempo parcial	17 Rioja, La	9	2007	..
Jornada a tiempo parcial	17 Rioja, La	9	2006	..
Jornada a tiempo parcial	17 Rioja, La	10	2022	..
Jornada a tiempo parcial	17 Rioja, La	10	2021	..
Jornada a tiempo parcial	17 Rioja, La	10	2020	..
Jornada a tiempo parcial	17 Rioja, La	10	2019	..
Jornada a tiempo parcial	17 Rioja, La	10	2018	..
Jornada a tiempo parcial	17 Rioja, La	10	2017	..
Jornada a tiempo parcial	17 Rioja, La	10	2016	..
Jornada a tiempo parcial	17 Rioja, La	10	2015	..
Jornada a tiempo parcial	17 Rioja, La	10	2014	..
Jornada a tiempo parcial	17 Rioja, La	10	2013	..
Jornada a tiempo parcial	17 Rioja, La	10	2012	..
Jornada a tiempo parcial	17 Rioja, La	10	2011	..
Jornada a tiempo parcial	17 Rioja, La	10	2010	..
Jornada a tiempo parcial	17 Rioja, La	10	2009	..
Jornada a tiempo parcial	17 Rioja, La	10	2008	..
Jornada a tiempo parcial	17 Rioja, La	10	2007	..
Jornada a tiempo parcial	17 Rioja, La	10	2006	..
Jornada a tiempo parcial	18 Ceuta	Total decil	2022	926,24
Jornada a tiempo parcial	18 Ceuta	Total decil	2021	834,86
Jornada a tiempo parcial	18 Ceuta	Total decil	2020	899,05
Jornada a tiempo parcial	18 Ceuta	Total decil	2019	871,29
Jornada a tiempo parcial	18 Ceuta	Total decil	2018	739,01
Jornada a tiempo parcial	18 Ceuta	Total decil	2017	820,56
Jornada a tiempo parcial	18 Ceuta	Total decil	2016	804,14
Jornada a tiempo parcial	18 Ceuta	Total decil	2015	597,34
Jornada a tiempo parcial	18 Ceuta	Total decil	2014	728,93
Jornada a tiempo parcial	18 Ceuta	Total decil	2013	757,59
Jornada a tiempo parcial	18 Ceuta	Total decil	2012	726,65
Jornada a tiempo parcial	18 Ceuta	Total decil	2011	798,36
Jornada a tiempo parcial	18 Ceuta	Total decil	2010	683,55
Jornada a tiempo parcial	18 Ceuta	Total decil	2009	682,4
Jornada a tiempo parcial	18 Ceuta	Total decil	2008	443,89
Jornada a tiempo parcial	18 Ceuta	Total decil	2007	595,88
Jornada a tiempo parcial	18 Ceuta	Total decil	2006	1.075,84
Jornada a tiempo parcial	18 Ceuta	1	2022	699,26
Jornada a tiempo parcial	18 Ceuta	1	2021	755,08
Jornada a tiempo parcial	18 Ceuta	1	2020	602,32
Jornada a tiempo parcial	18 Ceuta	1	2019	602,55
Jornada a tiempo parcial	18 Ceuta	1	2018	626,12
Jornada a tiempo parcial	18 Ceuta	1	2017	593,95
Jornada a tiempo parcial	18 Ceuta	1	2016	530,19
Jornada a tiempo parcial	18 Ceuta	1	2015	392,75
Jornada a tiempo parcial	18 Ceuta	1	2014	451,43
Jornada a tiempo parcial	18 Ceuta	1	2013	371,04
Jornada a tiempo parcial	18 Ceuta	1	2012	512,3
Jornada a tiempo parcial	18 Ceuta	1	2011	549,5
Jornada a tiempo parcial	18 Ceuta	1	2010	409,78
Jornada a tiempo parcial	18 Ceuta	1	2009	247,13
Jornada a tiempo parcial	18 Ceuta	1	2008	355,02
Jornada a tiempo parcial	18 Ceuta	1	2007	404,85
Jornada a tiempo parcial	18 Ceuta	1	2006	577,27
Jornada a tiempo parcial	18 Ceuta	2	2022	1.107,34
Jornada a tiempo parcial	18 Ceuta	2	2021	977,33
Jornada a tiempo parcial	18 Ceuta	2	2020	975,74
Jornada a tiempo parcial	18 Ceuta	2	2019	975,79
Jornada a tiempo parcial	18 Ceuta	2	2018	884,9
Jornada a tiempo parcial	18 Ceuta	2	2017	865,37
Jornada a tiempo parcial	18 Ceuta	2	2016	798,31
Jornada a tiempo parcial	18 Ceuta	2	2015	765,23
Jornada a tiempo parcial	18 Ceuta	2	2014	813,77
Jornada a tiempo parcial	18 Ceuta	2	2013	748,86
Jornada a tiempo parcial	18 Ceuta	2	2012	909,52
Jornada a tiempo parcial	18 Ceuta	2	2011	895,2
Jornada a tiempo parcial	18 Ceuta	2	2010	824,99
Jornada a tiempo parcial	18 Ceuta	2	2009	..
Jornada a tiempo parcial	18 Ceuta	2	2008	786,72
Jornada a tiempo parcial	18 Ceuta	2	2007	910,81
Jornada a tiempo parcial	18 Ceuta	2	2006	687,32
Jornada a tiempo parcial	18 Ceuta	3	2022	1.421,69
Jornada a tiempo parcial	18 Ceuta	3	2021	1.351
Jornada a tiempo parcial	18 Ceuta	3	2020	..
Jornada a tiempo parcial	18 Ceuta	3	2019	1.252,33
Jornada a tiempo parcial	18 Ceuta	3	2018	1.071,48
Jornada a tiempo parcial	18 Ceuta	3	2017	1.216,87
Jornada a tiempo parcial	18 Ceuta	3	2016	1.114,04
Jornada a tiempo parcial	18 Ceuta	3	2015	..
Jornada a tiempo parcial	18 Ceuta	3	2014	1.118,23
Jornada a tiempo parcial	18 Ceuta	3	2013	1.118,58
Jornada a tiempo parcial	18 Ceuta	3	2012	1.217,89
Jornada a tiempo parcial	18 Ceuta	3	2011	1.160,28
Jornada a tiempo parcial	18 Ceuta	3	2010	1.073,51
Jornada a tiempo parcial	18 Ceuta	3	2009	1.048,49
Jornada a tiempo parcial	18 Ceuta	3	2008	..
Jornada a tiempo parcial	18 Ceuta	3	2007	..
Jornada a tiempo parcial	18 Ceuta	3	2006	944,55
Jornada a tiempo parcial	18 Ceuta	4	2022	..
Jornada a tiempo parcial	18 Ceuta	4	2021	..
Jornada a tiempo parcial	18 Ceuta	4	2020	1.452,69
Jornada a tiempo parcial	18 Ceuta	4	2019	..
Jornada a tiempo parcial	18 Ceuta	4	2018	..
Jornada a tiempo parcial	18 Ceuta	4	2017	..
Jornada a tiempo parcial	18 Ceuta	4	2016	1.347,49
Jornada a tiempo parcial	18 Ceuta	4	2015	1.282,21
Jornada a tiempo parcial	18 Ceuta	4	2014	1.298,53
Jornada a tiempo parcial	18 Ceuta	4	2013	1.284,35
Jornada a tiempo parcial	18 Ceuta	4	2012	..
Jornada a tiempo parcial	18 Ceuta	4	2011	1.275,6
Jornada a tiempo parcial	18 Ceuta	4	2010	..
Jornada a tiempo parcial	18 Ceuta	4	2009	..
Jornada a tiempo parcial	18 Ceuta	4	2008	..
Jornada a tiempo parcial	18 Ceuta	4	2007	..
Jornada a tiempo parcial	18 Ceuta	4	2006	1.173,6
Jornada a tiempo parcial	18 Ceuta	5	2022	..
Jornada a tiempo parcial	18 Ceuta	5	2021	..
Jornada a tiempo parcial	18 Ceuta	5	2020	..
Jornada a tiempo parcial	18 Ceuta	5	2019	..
Jornada a tiempo parcial	18 Ceuta	5	2018	..
Jornada a tiempo parcial	18 Ceuta	5	2017	1.496,45
Jornada a tiempo parcial	18 Ceuta	5	2016	1.498,6
Jornada a tiempo parcial	18 Ceuta	5	2015	..
Jornada a tiempo parcial	18 Ceuta	5	2014	..
Jornada a tiempo parcial	18 Ceuta	5	2013	..
Jornada a tiempo parcial	18 Ceuta	5	2012	..
Jornada a tiempo parcial	18 Ceuta	5	2011	..
Jornada a tiempo parcial	18 Ceuta	5	2010	..
Jornada a tiempo parcial	18 Ceuta	5	2009	..
Jornada a tiempo parcial	18 Ceuta	5	2008	..
Jornada a tiempo parcial	18 Ceuta	5	2007	..
Jornada a tiempo parcial	18 Ceuta	5	2006	1.223,19
Jornada a tiempo parcial	18 Ceuta	6	2022	..
Jornada a tiempo parcial	18 Ceuta	6	2021	..
Jornada a tiempo parcial	18 Ceuta	6	2020	..
Jornada a tiempo parcial	18 Ceuta	6	2019	..
Jornada a tiempo parcial	18 Ceuta	6	2018	..
Jornada a tiempo parcial	18 Ceuta	6	2017	1.748,01
Jornada a tiempo parcial	18 Ceuta	6	2016	..
Jornada a tiempo parcial	18 Ceuta	6	2015	..
Jornada a tiempo parcial	18 Ceuta	6	2014	..
Jornada a tiempo parcial	18 Ceuta	6	2013	..
Jornada a tiempo parcial	18 Ceuta	6	2012	..
Jornada a tiempo parcial	18 Ceuta	6	2011	..
Jornada a tiempo parcial	18 Ceuta	6	2010	..
Jornada a tiempo parcial	18 Ceuta	6	2009	..
Jornada a tiempo parcial	18 Ceuta	6	2008	..
Jornada a tiempo parcial	18 Ceuta	6	2007	..
Jornada a tiempo parcial	18 Ceuta	6	2006	1.381,24
Jornada a tiempo parcial	18 Ceuta	7	2022	..
Jornada a tiempo parcial	18 Ceuta	7	2021	..
Jornada a tiempo parcial	18 Ceuta	7	2020	..
Jornada a tiempo parcial	18 Ceuta	7	2019	..
Jornada a tiempo parcial	18 Ceuta	7	2018	..
Jornada a tiempo parcial	18 Ceuta	7	2017	..
Jornada a tiempo parcial	18 Ceuta	7	2016	..
Jornada a tiempo parcial	18 Ceuta	7	2015	..
Jornada a tiempo parcial	18 Ceuta	7	2014	..
Jornada a tiempo parcial	18 Ceuta	7	2013	..
Jornada a tiempo parcial	18 Ceuta	7	2012	..
Jornada a tiempo parcial	18 Ceuta	7	2011	..
Jornada a tiempo parcial	18 Ceuta	7	2010	..
Jornada a tiempo parcial	18 Ceuta	7	2009	..
Jornada a tiempo parcial	18 Ceuta	7	2008	..
Jornada a tiempo parcial	18 Ceuta	7	2007	..
Jornada a tiempo parcial	18 Ceuta	7	2006	..
Jornada a tiempo parcial	18 Ceuta	8	2022	..
Jornada a tiempo parcial	18 Ceuta	8	2021	..
Jornada a tiempo parcial	18 Ceuta	8	2020	..
Jornada a tiempo parcial	18 Ceuta	8	2019	..
Jornada a tiempo parcial	18 Ceuta	8	2018	..
Jornada a tiempo parcial	18 Ceuta	8	2017	..
Jornada a tiempo parcial	18 Ceuta	8	2016	..
Jornada a tiempo parcial	18 Ceuta	8	2015	..
Jornada a tiempo parcial	18 Ceuta	8	2014	..
Jornada a tiempo parcial	18 Ceuta	8	2013	..
Jornada a tiempo parcial	18 Ceuta	8	2012	..
Jornada a tiempo parcial	18 Ceuta	8	2011	..
Jornada a tiempo parcial	18 Ceuta	8	2010	..
Jornada a tiempo parcial	18 Ceuta	8	2009	..
Jornada a tiempo parcial	18 Ceuta	8	2008	..
Jornada a tiempo parcial	18 Ceuta	8	2007	..
Jornada a tiempo parcial	18 Ceuta	8	2006	..
Jornada a tiempo parcial	18 Ceuta	9	2022	..
Jornada a tiempo parcial	18 Ceuta	9	2021	..
Jornada a tiempo parcial	18 Ceuta	9	2020	..
Jornada a tiempo parcial	18 Ceuta	9	2019	..
Jornada a tiempo parcial	18 Ceuta	9	2018	..
Jornada a tiempo parcial	18 Ceuta	9	2017	..
Jornada a tiempo parcial	18 Ceuta	9	2016	..
Jornada a tiempo parcial	18 Ceuta	9	2015	..
Jornada a tiempo parcial	18 Ceuta	9	2014	..
Jornada a tiempo parcial	18 Ceuta	9	2013	..
Jornada a tiempo parcial	18 Ceuta	9	2012	..
Jornada a tiempo parcial	18 Ceuta	9	2011	..
Jornada a tiempo parcial	18 Ceuta	9	2010	..
Jornada a tiempo parcial	18 Ceuta	9	2009	..
Jornada a tiempo parcial	18 Ceuta	9	2008	..
Jornada a tiempo parcial	18 Ceuta	9	2007	..
Jornada a tiempo parcial	18 Ceuta	9	2006	2.537,29
Jornada a tiempo parcial	18 Ceuta	10	2022	..
Jornada a tiempo parcial	18 Ceuta	10	2021	..
Jornada a tiempo parcial	18 Ceuta	10	2020	..
Jornada a tiempo parcial	18 Ceuta	10	2019	..
Jornada a tiempo parcial	18 Ceuta	10	2018	..
Jornada a tiempo parcial	18 Ceuta	10	2017	..
Jornada a tiempo parcial	18 Ceuta	10	2016	..
Jornada a tiempo parcial	18 Ceuta	10	2015	..
Jornada a tiempo parcial	18 Ceuta	10	2014	..
Jornada a tiempo parcial	18 Ceuta	10	2013	..
Jornada a tiempo parcial	18 Ceuta	10	2012	..
Jornada a tiempo parcial	18 Ceuta	10	2011	..
Jornada a tiempo parcial	18 Ceuta	10	2010	..
Jornada a tiempo parcial	18 Ceuta	10	2009	..
Jornada a tiempo parcial	18 Ceuta	10	2008	..
Jornada a tiempo parcial	18 Ceuta	10	2007	..
Jornada a tiempo parcial	18 Ceuta	10	2006	..
Jornada a tiempo parcial	19 Melilla	Total decil	2022	1.095,44
Jornada a tiempo parcial	19 Melilla	Total decil	2021	983,5
Jornada a tiempo parcial	19 Melilla	Total decil	2020	875,97
Jornada a tiempo parcial	19 Melilla	Total decil	2019	939,56
Jornada a tiempo parcial	19 Melilla	Total decil	2018	791,05
Jornada a tiempo parcial	19 Melilla	Total decil	2017	739,15
Jornada a tiempo parcial	19 Melilla	Total decil	2016	944,83
Jornada a tiempo parcial	19 Melilla	Total decil	2015	760,17
Jornada a tiempo parcial	19 Melilla	Total decil	2014	737,16
Jornada a tiempo parcial	19 Melilla	Total decil	2013	613,3
Jornada a tiempo parcial	19 Melilla	Total decil	2012	715,27
Jornada a tiempo parcial	19 Melilla	Total decil	2011	874,66
Jornada a tiempo parcial	19 Melilla	Total decil	2010	513,24
Jornada a tiempo parcial	19 Melilla	Total decil	2009	628,16
Jornada a tiempo parcial	19 Melilla	Total decil	2008	597,6
Jornada a tiempo parcial	19 Melilla	Total decil	2007	816,01
Jornada a tiempo parcial	19 Melilla	Total decil	2006	645,87
Jornada a tiempo parcial	19 Melilla	1	2022	347,35
Jornada a tiempo parcial	19 Melilla	1	2021	785,29
Jornada a tiempo parcial	19 Melilla	1	2020	592,83
Jornada a tiempo parcial	19 Melilla	1	2019	515,67
Jornada a tiempo parcial	19 Melilla	1	2018	512,72
Jornada a tiempo parcial	19 Melilla	1	2017	586,47
Jornada a tiempo parcial	19 Melilla	1	2016	516,65
Jornada a tiempo parcial	19 Melilla	1	2015	556,17
Jornada a tiempo parcial	19 Melilla	1	2014	484,53
Jornada a tiempo parcial	19 Melilla	1	2013	392,96
Jornada a tiempo parcial	19 Melilla	1	2012	407,97
Jornada a tiempo parcial	19 Melilla	1	2011	461,45
Jornada a tiempo parcial	19 Melilla	1	2010	366,28
Jornada a tiempo parcial	19 Melilla	1	2009	484,83
Jornada a tiempo parcial	19 Melilla	1	2008	505,73
Jornada a tiempo parcial	19 Melilla	1	2007	527,84
Jornada a tiempo parcial	19 Melilla	1	2006	492,85
Jornada a tiempo parcial	19 Melilla	2	2022	1.157,37
Jornada a tiempo parcial	19 Melilla	2	2021	1.008,28
Jornada a tiempo parcial	19 Melilla	2	2020	949,8
Jornada a tiempo parcial	19 Melilla	2	2019	917,69
Jornada a tiempo parcial	19 Melilla	2	2018	824,86
Jornada a tiempo parcial	19 Melilla	2	2017	803,16
Jornada a tiempo parcial	19 Melilla	2	2016	867,12
Jornada a tiempo parcial	19 Melilla	2	2015	800,1
Jornada a tiempo parcial	19 Melilla	2	2014	787,22
Jornada a tiempo parcial	19 Melilla	2	2013	865,77
Jornada a tiempo parcial	19 Melilla	2	2012	760,71
Jornada a tiempo parcial	19 Melilla	2	2011	873,75
Jornada a tiempo parcial	19 Melilla	2	2010	..
Jornada a tiempo parcial	19 Melilla	2	2009	1.001,33
Jornada a tiempo parcial	19 Melilla	2	2008	..
Jornada a tiempo parcial	19 Melilla	2	2007	819,8
Jornada a tiempo parcial	19 Melilla	2	2006	739,1
Jornada a tiempo parcial	19 Melilla	3	2022	1.358,92
Jornada a tiempo parcial	19 Melilla	3	2021	1.184,87
Jornada a tiempo parcial	19 Melilla	3	2020	..
Jornada a tiempo parcial	19 Melilla	3	2019	1.203,6
Jornada a tiempo parcial	19 Melilla	3	2018	1.101,06
Jornada a tiempo parcial	19 Melilla	3	2017	..
Jornada a tiempo parcial	19 Melilla	3	2016	1.124,65
Jornada a tiempo parcial	19 Melilla	3	2015	1.015,46
Jornada a tiempo parcial	19 Melilla	3	2014	989,2
Jornada a tiempo parcial	19 Melilla	3	2013	..
Jornada a tiempo parcial	19 Melilla	3	2012	1.111,79
Jornada a tiempo parcial	19 Melilla	3	2011	..
Jornada a tiempo parcial	19 Melilla	3	2010	1.178,92
Jornada a tiempo parcial	19 Melilla	3	2009	1.115,41
Jornada a tiempo parcial	19 Melilla	3	2008	1.123,85
Jornada a tiempo parcial	19 Melilla	3	2007	..
Jornada a tiempo parcial	19 Melilla	3	2006	1.043,4
Jornada a tiempo parcial	19 Melilla	4	2022	1.553,61
Jornada a tiempo parcial	19 Melilla	4	2021	1.549,63
Jornada a tiempo parcial	19 Melilla	4	2020	1.485,74
Jornada a tiempo parcial	19 Melilla	4	2019	1.441,12
Jornada a tiempo parcial	19 Melilla	4	2018	1.325,96
Jornada a tiempo parcial	19 Melilla	4	2017	..
Jornada a tiempo parcial	19 Melilla	4	2016	..
Jornada a tiempo parcial	19 Melilla	4	2015	..
Jornada a tiempo parcial	19 Melilla	4	2014	..
Jornada a tiempo parcial	19 Melilla	4	2013	..
Jornada a tiempo parcial	19 Melilla	4	2012	..
Jornada a tiempo parcial	19 Melilla	4	2011	..
Jornada a tiempo parcial	19 Melilla	4	2010	..
Jornada a tiempo parcial	19 Melilla	4	2009	..
Jornada a tiempo parcial	19 Melilla	4	2008	1.221,79
Jornada a tiempo parcial	19 Melilla	4	2007	..
Jornada a tiempo parcial	19 Melilla	4	2006	..
Jornada a tiempo parcial	19 Melilla	5	2022	..
Jornada a tiempo parcial	19 Melilla	5	2021	..
Jornada a tiempo parcial	19 Melilla	5	2020	..
Jornada a tiempo parcial	19 Melilla	5	2019	1.541,56
Jornada a tiempo parcial	19 Melilla	5	2018	1.471,53
Jornada a tiempo parcial	19 Melilla	5	2017	..
Jornada a tiempo parcial	19 Melilla	5	2016	..
Jornada a tiempo parcial	19 Melilla	5	2015	..
Jornada a tiempo parcial	19 Melilla	5	2014	..
Jornada a tiempo parcial	19 Melilla	5	2013	..
Jornada a tiempo parcial	19 Melilla	5	2012	..
Jornada a tiempo parcial	19 Melilla	5	2011	..
Jornada a tiempo parcial	19 Melilla	5	2010	..
Jornada a tiempo parcial	19 Melilla	5	2009	..
Jornada a tiempo parcial	19 Melilla	5	2008	..
Jornada a tiempo parcial	19 Melilla	5	2007	1.376,49
Jornada a tiempo parcial	19 Melilla	5	2006	1.289,97
Jornada a tiempo parcial	19 Melilla	6	2022	1.855,08
Jornada a tiempo parcial	19 Melilla	6	2021	..
Jornada a tiempo parcial	19 Melilla	6	2020	..
Jornada a tiempo parcial	19 Melilla	6	2019	..
Jornada a tiempo parcial	19 Melilla	6	2018	..
Jornada a tiempo parcial	19 Melilla	6	2017	1.789,21
Jornada a tiempo parcial	19 Melilla	6	2016	..
Jornada a tiempo parcial	19 Melilla	6	2015	..
Jornada a tiempo parcial	19 Melilla	6	2014	..
Jornada a tiempo parcial	19 Melilla	6	2013	..
Jornada a tiempo parcial	19 Melilla	6	2012	..
Jornada a tiempo parcial	19 Melilla	6	2011	..
Jornada a tiempo parcial	19 Melilla	6	2010	..
Jornada a tiempo parcial	19 Melilla	6	2009	..
Jornada a tiempo parcial	19 Melilla	6	2008	..
Jornada a tiempo parcial	19 Melilla	6	2007	..
Jornada a tiempo parcial	19 Melilla	6	2006	..
Jornada a tiempo parcial	19 Melilla	7	2022	..
Jornada a tiempo parcial	19 Melilla	7	2021	..
Jornada a tiempo parcial	19 Melilla	7	2020	..
Jornada a tiempo parcial	19 Melilla	7	2019	..
Jornada a tiempo parcial	19 Melilla	7	2018	2.028,89
Jornada a tiempo parcial	19 Melilla	7	2017	..
Jornada a tiempo parcial	19 Melilla	7	2016	..
Jornada a tiempo parcial	19 Melilla	7	2015	..
Jornada a tiempo parcial	19 Melilla	7	2014	..
Jornada a tiempo parcial	19 Melilla	7	2013	..
Jornada a tiempo parcial	19 Melilla	7	2012	..
Jornada a tiempo parcial	19 Melilla	7	2011	..
Jornada a tiempo parcial	19 Melilla	7	2010	..
Jornada a tiempo parcial	19 Melilla	7	2009	..
